score_type,distance_bin,distance_min,distance_max,pair_count,metric,count,pearson,spearman
geometric_composite,2,0.08411306654257075,0.10511898202323604,128000,feature_l2,128000,-0.026653211563825607,-0.027958803132021016
geometric_composite,2,0.08411306654257075,0.10511898202323604,128000,scaling_l2,128000,0.046230923384428024,0.022718627709762372
geometric_composite,2,0.08411306654257075,0.10511898202323604,128000,offset_l2,128000,-0.06441448628902435,-0.07114889257447883
geometric_composite,3,0.10511898202323604,0.12359204024692351,128005,feature_cosine,128005,0.05865916609764099,0.05461459995776646
geometric_composite,3,0.10511898202323604,0.12359204024692351,128005,feature_l2,128005,-0.014961687847971916,-0.011601833638319837
geometric_composite,3,0.10511898202323604,0.12359204024692351,128005,scaling_l2,128005,0.03533162921667099,-0.004509519123810533
geometric_composite,3,0.10511898202323604,0.12359204024692351,128005,offset_l2,128005,-0.05277423933148384,-0.05934175010845012
geometric_composite,4,0.12359204024692351,0.14326579947729962,128000,feature_cosine,128000,0.029431292787194252,0.021237638598368615
geometric_composite,4,0.12359204024692351,0.14326579947729962,128000,feature_l2,128000,0.032330453395843506,0.03848695969498583
geometric_composite,4,0.12359204024692351,0.14326579947729962,128000,scaling_l2,128000,0.011495038866996765,-0.05760715781950494
geometric_composite,4,0.12359204024692351,0.14326579947729962,128000,offset_l2,128000,-0.049955856055021286,-0.054581359785562264
geometric_composite,5,0.14326579947729962,0.1661324443943163,127999,feature_cosine,127999,0.02491871267557144,0.01631926273881603
geometric_composite,5,0.14326579947729962,0.1661324443943163,127999,feature_l2,127999,0.029293375089764595,0.03365334215220096
geometric_composite,5,0.14326579947729962,0.1661324443943163,127999,scaling_l2,127999,0.03379041329026222,-0.03154353404901973
geometric_composite,5,0.14326579947729962,0.1661324443943163,127999,offset_l2,127999,-0.03741682320833206,-0.03771882446144845
geometric_composite,6,0.1661324443943163,0.19532020276720455,128001,feature_cosine,128001,0.01792181469500065,0.013685433601885393
geometric_composite,6,0.1661324443943163,0.19532020276720455,128001,feature_l2,128001,0.015659630298614502,0.017150038357247915
geometric_composite,6,0.1661324443943163,0.19532020276720455,128001,scaling_l2,128001,0.06272487342357635,0.013434382173138058
geometric_composite,6,0.1661324443943163,0.19532020276720455,128001,offset_l2,128001,-0.022151142358779907,-0.02404917650008514
geometric_composite,7,0.19532020276720455,0.23764478055770272,128000,feature_cosine,128000,0.01193952839821577,0.00897876043102431
geometric_composite,7,0.19532020276720455,0.23764478055770272,128000,feature_l2,128000,0.006815069820731878,0.007370205492306594
geometric_composite,7,0.19532020276720455,0.23764478055770272,128000,scaling_l2,128000,0.07165287435054779,0.030877642919485172
geometric_composite,7,0.19532020276720455,0.23764478055770272,128000,offset_l2,128000,-0.007998226210474968,-0.015099119170487275
geometric_composite,8,0.23764478055770272,0.32916553207501154,128000,feature_cosine,128000,-0.009558414109051228,-0.0016603222852133602
geometric_composite,8,0.23764478055770272,0.32916553207501154,128000,feature_l2,128000,-0.05799732357263565,-0.05370457866556862
geometric_composite,8,0.23764478055770272,0.32916553207501154,128000,scaling_l2,128000,0.03058798238635063,-0.015372664589939123
